113339.16757796134,120369.79625658633,118320.52889507783,117802.35711020535,118574.2381435979,113302.57905535698,113795.70982989509,112252.85666009977,117855.91058585823,119750.46182532558,112451.61142237423,119438.14580252339,117359.3072156034,116850.59058295372,117544.9269852649,112342.26073070346,112884.76787887866,111318.30889848551,117005.10993963215,118815.34808039966,109753.4723170473,116731.56516233887,114698.47876836317,114162.72120458266,114958.1209240606,109641.3078795864,110205.57891994526,108626.80545071818,114266.9779824923,116180.32608732977,113164.38802536,120135.59179480006,118084.35593607892,117557.99793867626,118305.7281106554,113037.87484360687,113606.70571836056,112026.79422049016,117694.72204518157,119562.58895087526,113040.52712169591,119981.72902826054,117981.1319103102,117422.43511338806,118269.46350196446,112881.53549384742,113499.24247281511,111894.35831887458,117528.62674141419,119501.3005721624,112862.86676754599,119871.66200226295,117772.21306649069,117278.43520667711,117934.9647062713,112782.50188342908,113291.61795730161,111742.092003617,117431.16669279218,119202.13590551142,112492.00280810974,119496.20890328585,117398.17387975333,116902.88582258103,117561.53079814046,112405.16115841008,112920.36592108966,111367.77087240094,117059.99382483886,118832.58367145032,114526.37710646051,121576.29384940512,119441.38076087937,118974.21737525282,119564.71881217914,114501.47783965679,114948.22929369449,113430.61560943082,119118.59619856483,120822.21897494758,109783.47973584998,116855.84961142311,114697.57330975404,114247.00189853604,114802.06276520359,109790.00851702849,110199.63697819896,108700.25870754861,114394.42880365365,116053.20454821811,112502.21181019438,119543.286885593,117420.1944855098,116944.73891215136,117561.40855141798,112466.13733632234,112927.42066626885,111401.9575172734,117086.20043812884,118814.57085611482
114932.3211687611,111660.9849768857,114949.31498163726,111583.39928009639,110989.37670301508,112323.26896597988,109876.51145530233,109970.966786087,117252.81999911965,117628.32377503114,112536.62438105416,109277.91540639584,112470.42280330764,109101.78786870821,108566.16273080268,109827.41170335004,107339.42617328497,107589.18653830848,114887.79626829809,115242.82720386243,115324.98213060758,112067.0669614731,115255.5027745336,111884.18835255616,111353.26910450548,112610.05220374787,110120.73144804934,110378.23419476823,117677.05895437796,118031.83785624674,114445.24478312337,111141.73466911698,114410.0198190439,111097.64201628382,110498.46072575766,111821.51786580474,109344.87089854595,109446.34143100977,116729.91856273585,117134.18761953874,113462.99433061207,110135.31409855883,113425.52517292029,110149.65087316283,109524.772899598,110868.14275159001,108388.27523238792,108436.53682157768,115713.85758457312,116143.14998437915,113412.84759298562,110178.79746196646,113381.73895192664,109971.42169800153,109443.28572582094,110708.68147986988,108240.90051558061,108493.94338786586,115792.94459555646,116125.31659651732,114136.18935211482,110772.58669882384,114037.23607831621,110823.21200991816,110194.33435516951,111523.13719720446,109009.03814898965,109068.09383983653,116345.13968296247,116807.6107834639,113302.77863251166,110006.03126404047,113257.21457697151,109937.6028154554,109350.67449991404,110660.48256688923,108179.1079259913,108311.5963370884,115598.8375307929,115994.83298085131,114453.99132656681,111218.4980088109,114428.58181167231,111018.35848041355,110486.33372606117,111756.75535074309,109291.74460397848,109533.36434164204,116831.19611476292,117165.72620167637,113084.41579800581,109801.48250325685,112968.13308152616,109643.94740545514,109109.99765614983,110355.16116478853,107840.0809937974,108109.03162836406,115407.46974874249,115784.71004079535
108990.61626767821,115952.1097650614,108731.33783199392,112031.4682497439,113484.08868636875,108609.66515280807,114468.47102364495,114748.20452709179,111047.48836818222,109510.92932119466,112800.29668437842,119712.46227146349,112486.51579832482,115791.4439281754,117278.06887763966,112362.23233504253,118243.24345104655,118533.65322828115,114761.5708272351,113279.62504148895,112218.59905504537,119262.6755627401,112043.44750859287,115328.35713935713,116746.25574908222,111918.98744693007,117759.39572822076,117998.0471841274,114433.25204616837,112789.19267973457,109121.80340849962,116165.72581468338,108982.51585750465,112290.90471521812,113620.95327617781,108883.54177128684,114649.63297323197,114972.35373681251,111309.77846335211,109770.61474172778,111335.35745342296,118321.1894742514,111106.09620468275,114406.2124928516,115834.56961470348,110987.73710523786,116829.92043268545,117111.85561936855,113430.36903660385,111883.32963351248,113209.31130356877,120292.0811708265,113087.41768221134,116374.77393923009,117741.85122870727,112971.69507107398,118774.59849129629,119027.41971637627,115485.87016380846,113834.31379439034,112288.62430818302,119310.04955550624,112094.4147375018,115387.13550272431,116803.4653736182,111974.01765498902,117810.67164206336,118072.04207901114,114453.38718409144,112855.5509313349,109271.59390625941,116256.63768179461,109084.37668762101,112408.96927090155,113738.30071921172,108994.2680939842,114751.32378138759,115125.52812605248,111338.21446158057,109907.67354072492,112224.68016492706,119190.86131528224,111976.87692623292,115281.51391372323,116714.84386058082,111860.0485966084,117704.01436884937,117998.82330249944,114278.77936674118,112763.90245407508,110217.35469714573,117294.18013481026,110137.84632783986,113452.35985284961,114711.65206813243,110053.44812932832,115762.33171259248,116118.93990904161,112455.44007035448,110936.98181475556
117541.2230938385,114328.96431441088,111656.45201656259,114404.6224770556,112790.56500696701,113728.09522596945,114417.31531857178,116893.38286277634,109596.2081784175,113141.3627117512,117690.40582426112,114541.39890365626,111856.98572339657,114583.29527141087,112955.39245125648,113857.03772900823,114572.16222686363,117070.08062213936,109837.99039784969,113343.38882060883,119528.47449160276,116278.91272836913,113634.21274574405,116359.51052854983,114788.6252009048,115715.61972630437,116392.68849450172,118809.5687507435,111582.46438605164,115150.4248891317,119549.20456580311,116406.46343080689,113771.57231115128,116408.15004260681,114864.59712552276,115686.10085691256,116410.48775854977,118800.01143746138,111840.6724356619,115339.29865797196,120264.4385330013,117133.49139605803,114484.23655898884,117137.66443822489,115571.06073671584,116403.71035758249,117131.72721141238,119550.77301030631,112539.65823535231,116032.1843829976,118158.40719132333,115058.08249962337,112426.50904639006,115029.84916085549,113495.32902178215,114277.75388628992,115019.82689200185,117401.93485239378,110542.89899212902,114012.90599529922,120102.04310461547,116826.27706999566,114172.47360052359,116931.92944961673,115342.3451165823,116306.20317754001,116970.5725951937,119408.81435596434,112077.89018829819,115663.34381429861,121471.62220786957,118177.20148307408,115525.82950769529,118294.21981590077,116706.36281003457,117682.79454534582,118339.50609886441,120773.04030167135,113414.87371486748,117012.51265660192,119954.34434414357,116889.78777284747,114179.79423615412,116895.75298891698,115231.30892633021,116101.76452278535,116849.7649292861,119397.79337912731,112194.13435513021,115647.52637314593,119749.68295669765,116484.01858384199,113868.27517751462,116554.80319897593,115030.87818460388,115928.7724548871,116602.17821066461,118957.97922753954,111849.2449223683,115425.29076409347
115142.34803463642,110935.30602737144,111429.93225821605,118981.85120048147,119243.83211209922,117508.28943116257,112220.05861223384,113978.93401074893,111613.58545800138,117604.37303300884,115291.63126169906,110954.00005569932,111394.68179269196,119015.92997856777,119478.08396960527,117545.88498675874,112264.42377496201,114323.9463684814,111748.14978050053,117630.44482217048,115856.17855424166,111621.57855975778,112080.39357430366,119669.3610424556,120017.10031712752,118179.25015347268,112921.25285469003,114816.28123363563,112342.95163080873,118286.90871217848,115855.32356670099,111678.18671665274,112133.96363369838,119713.38949729143,120021.96981265352,118204.38135850594,112976.36760906277,114820.38039441097,112369.52385536765,118331.50253209608,113471.6609236703,109214.40081203288,109750.0124695488,117275.20165248422,117503.34294208018,115845.21593041331,110485.63658947314,112175.99289077433,109889.52443971434,115902.3378099156,116245.33508031898,112014.49786637317,112521.10851903223,120067.76343779253,120326.32395138501,118609.27028875318,113295.65799480914,115041.53005199485,112697.2312633777,118691.42156790991,117662.20795208626,113387.89670619702,113833.3649515387,121440.95439183182,121843.69623557095,119953.80565209106,114694.05190307667,116668.6691336458,114142.4946046128,120056.4640269472,115699.37483042793,111261.47909695434,111801.51103043687,119358.04388665354,119719.05958629664,117985.17445231887,112538.52549764662,114402.31645127408,112036.14130649091,117983.39943600392,116285.15425659074,112044.61029453823,112530.63037541354,120097.74627665104,120400.81643757493,118627.76177426052,113334.19792888936,115152.4420577492,112748.49884950866,118718.54916342531,114178.895542018,109756.14589299867,110234.63165881959,117839.07896836176,118300.14242112481,116420.74171869815,111055.7878915095,113092.47109838352,110569.50320358173,116457.29780544476
115198.27502518978,111691.25633122744,115613.9518571176,120511.77241676573,115692.2576150021,115942.02443784922,114362.73001331034,117497.02383933711,118063.0946891326,120663.01517409743,113915.6055115653,110448.06986248291,114367.87025949395,119321.13929094604,114556.87301026408,114822.156039706,113191.86687793219,116240.94323261018,116825.36917052067,119530.11479931744,113177.65087748657,109741.67963702106,113746.7874607902,118665.42132713433,113775.5908893081,114121.2681626572,112395.65301783185,115588.31305159605,116045.31723046766,118835.06139239566,112056.02131755349,108583.05856125648,112495.21248431472,117448.36714082242,112693.84638623692,112951.16186009152,111331.73496307424,114371.50208051979,114966.81100387512,117658.67364518087,113029.41497070924,109584.90741816237,113567.47042793086,118497.0463577966,113641.63977251026,113965.84206216218,112264.91493066838,115417.629826455,115909.58968764509,118678.42949599483,113260.17941742335,109759.17473727209,113705.99634005554,118592.13734855673,113735.9792549759,114007.37628602679,112403.4632446411,115580.90808801312,116111.37970569903,118730.69765442776,113069.24643450727,109597.96733477125,113555.52367942336,118473.17448649787,113633.89275509267,113926.68884960079,112276.32344083341,115419.78015522461,115943.95654550641,118643.11915710609,114205.50472814187,110726.95546593305,114643.19620654348,119585.14742704594,114814.092634919,115071.65434657033,113458.20837911437,116520.2541772861,117106.77740840496,119782.46559828526,112181.30184968226,108696.5799620836,112699.05532314043,117553.4150873905,112608.42849949612,112930.91218311823,111271.07920982776,114553.89412614751,114997.65493363603,117658.46188097075,113924.3878729054,110475.87865408458,114476.34808311316,119382.9715530364,114486.36922756745,114822.69837919701,113116.74466981282,116322.692352676,116783.18635755278,119539.86665182577
116291.07625173568,115277.29156258886,116496.92717414588,112226.8174783548,117268.40930091706,109316.11537701669,110247.61232572582,115747.53190305465,116522.83761898923,113594.8150598522,116657.92088039966,115589.15437901398,117032.06380293301,112767.64227512543,117668.01616289675,109696.92275587769,110818.96368705716,116230.30123447061,116891.90669245363,114133.35354611522,117907.82910225644,116869.09726384147,118071.03868682293,113775.04789491497,118902.26253974295,110973.77131520597,111758.70006387868,117228.52134438805,118091.82678671177,115133.10792119727,119226.22877147637,118141.79314727502,119489.0282884396,115188.14711653,120248.50895886551,112314.51808566292,113179.9560747393,118580.77571348104,119396.09354995446,116541.53058737128,119782.80414925647,118682.11530448253,120161.26661917398,115877.90995606365,120813.1575351773,112853.76412349317,113906.99980342385,119279.34021408664,119981.80670813505,117236.12419668339,118532.45028555726,117414.94188538243,118929.26937937214,114639.16614554061,119573.98462553548,111619.64447691168,112663.19120965997,118007.6981573062,118716.70893303372,115993.63413710054,117429.53465487766,116292.3719798929,117812.80617042267,113507.3781052536,118484.75302576555,110548.27075179956,111510.84248286863,116823.58905935576,117581.68910813355,114854.3605641008,117218.51410858144,116109.92892633061,117616.0620712807,113331.15912593306,118254.50828974518,110295.79982928367,111362.009676022,116717.25134416803,117413.08122935529,114687.92383444075,118818.00745147999,117676.94673359937,119202.85585526122,114896.15763735735,119875.33759548629,111940.016842115,112897.6805939492,118206.70175338707,118967.19641134651,116242.42687656202,119156.09137347109,117996.81857515883,119604.7154631365,115302.20979832305,120223.9945830191,112280.64014554901,113317.44767695885,118596.64360899353,119309.5508510213,116648.32060856019
114829.88011353901,113785.94679709505,115348.72344071725,112731.43327344254,118700.87704462354,113351.76107283663,111001.28070108873,109183.15061635396,117539.52268528055,115752.81786476423,117908.21978556569,116856.58596114125,118311.68607895973,115790.96323018926,121735.06005856169,116366.36334887594,114005.36957698282,112237.22324402598,120535.27575315739,118769.66217516409,117847.48222010036,116794.40184271993,118130.67203415789,115706.4514174345,121623.34858798882,116292.14447677242,113850.25769256425,112128.39546090423,120408.97727910394,118639.35960187491,114432.73879686679,113381.59520272259,114872.15041655919,112322.10488429901,118273.2070344893,112897.96068846945,110557.14287980516,108775.85552039942,117079.46473923937,115313.61606182554,116975.48691530927,115922.4492320372,117375.2724287347,114858.30084972816,120800.92844451455,115423.13664537483,113073.23674900764,111308.18474068113,119595.96468543421,117835.33544251884,114376.46803214417,113324.02141745423,114808.56813579593,112265.24216179582,118214.27889863373,112831.19816669509,110498.53379015911,108721.44149111181,117015.06439946814,115253.88125162957,117240.9145669381,116203.04909210865,117587.67528582619,115102.94831228668,121037.01065614304,115806.69627970485,113254.80557414373,111493.2135898438,119884.6816830492,118059.96642000841,115991.51001521852,114959.67415824857,116438.99114795784,113869.91490242923,119827.83261050041,114607.92041205194,112070.70931437663,110265.22312023713,118706.45825824329,116865.22484786979,115578.17872106197,114535.57432715656,116045.07207026318,113467.4352648316,119427.54072638611,114110.92211139845,111701.6569446151,109900.43018335574,118267.66125697934,116470.08178327612,114466.87253639099,113432.57406672605,115022.40177462279,112369.48364983879,118349.33658712002,113065.75076920727,110642.06351321486,108799.89061839897,117227.08834971598,115404.9497989993
117616.84576131821,115894.61739583101,114948.05397731155,116845.44503186761,115724.5844592132,117964.66591360702,111576.71374494758,117350.53726177973,116176.9267825541,116468.72815696508,116283.23145165508,114906.62691326236,113748.20237178824,116046.57378974099,114606.52954804851,116851.74403033969,110364.95408651541,116378.7340763029,115159.585132557,115671.41208613865,119132.54980816416,117545.78996887365,116474.48619281739,118496.27589584005,117296.77915943183,119483.94854683938,113148.12586663099,118972.99371764905,117732.94091865208,118120.73948048262,116132.68875557491,114582.23096089474,113576.94723746068,115710.44624834255,114379.76941875281,116683.36032316703,110143.6287261946,116086.55828786694,114944.22613956823,115333.73267805207,116569.8463940517,115206.44455534188,114005.48477681748,116294.19246102034,114877.63448837253,117079.86480338934,110661.02717465813,116650.4317674949,115390.08056698865,115919.52762451954,116891.88225008163,115605.9595738721,114379.30531769774,116770.26051771369,115263.19768560432,117490.76124997255,111010.707558779,117070.39676513129,115824.04868943182,116395.8277692699,116353.87548680777,114691.85158232071,113805.24767106048,115845.35960766327,114566.20765025291,116930.51701664162,110319.0753209667,116232.85478993526,115162.65432961674,115467.5198494751,115059.54717433963,113365.97889459871,112432.90966561458,114391.25243901304,113205.71814838507,115490.10848301172,109020.49520070347,114850.51759508348,113710.04703278304,114014.09641916164,119273.04337381742,117641.18986097928,116666.73593205243,118689.93141136132,117457.74717625008,119733.82898060723,113259.19786377875,119126.68527241852,117972.31459254508,118312.99270847064,118553.81522571467,117258.35208186276,115991.77131361174,118338.09462937545,116888.35074688708,119057.67240157894,112675.69796713852,118684.85135332729,117386.93791951818,117964.11593515081
120094.6327418677,119951.81161884562,115419.50986828425,112132.37559501974,112963.10914151321,118325.68062905796,113783.56438333837,115482.51296529906,113195.01564575032,118796.64136450228,119263.9075455088,119054.77429472409,114644.83829813957,111353.17373103113,112133.55674876277,117505.96686589943,113012.8013214037,114662.73317639563,112417.07250321767,118116.37160432822,119081.17474065826,118951.67518403039,114501.16966387191,110980.13316654431,111933.85210191672,117233.70909010436,112656.76423708102,114308.68725837687,112249.63186511402,117753.32968785451,120883.17663836273,120688.20276604101,116310.29093588919,112890.04691427301,113745.25146777189,119080.82064307418,114562.83463118678,116191.70558435749,114068.70518643224,119701.22224372142,118314.91833516341,118144.39034067419,113699.58778591172,110329.00767846269,111176.89224334569,116523.95737551991,111993.33379183021,113652.47367126458,111463.4517500779,117080.99501911948,120323.18951163322,120101.3938468954,115726.70058394094,112409.209048233,113193.256358182,118559.36746817092,114073.13086315656,115707.19896291458,113496.14606308339,119203.00718113454,119695.51731933138,119538.74881664343,115118.40640831209,111638.2336052999,112551.27152524263,117866.4089699957,113313.52615692542,114955.83030436588,112870.64814855027,118428.45553805039,116469.3478038262,116272.48912967266,111866.37766935665,108521.4336204913,109334.78836454429,114691.81411506933,110185.50018540923,111831.01207454143,109632.14705303205,115297.75944999752,119962.33154882614,119825.56641226167,115369.88855851784,111886.64331202113,112816.99954136295,118128.41950999736,113559.98703819126,115216.19483778068,113122.47945913582,118649.69881873894,121656.88733528963,121531.69749674047,117048.31292399383,113577.57550288469,114512.26697014352,119824.80967936313,115248.21686327756,116915.99497722267,114803.19225372768,120315.9941520544
