111940.08557123895,113715.62956379876,110395.33264831832,114692.08265098864,112552.21657046558,114296.77469846631,110897.38359259564,115171.84372917606,112939.87070406793,114675.40963362895,111347.78308210167,115664.86695840818,113576.37451280428,115315.42369700999,111938.40889200683,116228.74841578382
119857.44597491004,115809.40834441445,115855.62345888649,116977.99980646367,120471.08125999413,116418.9106083486,116479.11469356321,117503.69734604613,116612.27220417278,112592.89795751196,112714.14911466326,113617.63700721906,120397.20830579223,116323.31126279497,116350.53551103019,117413.10796182959
116416.81117989318,121357.37992789238,115690.14676316953,114981.91736861218,112451.13228507838,117204.8803103532,111661.81235299906,110885.4496520157,112733.05133911807,117614.42543682382,112006.15826778217,111238.43979731869,113210.65570659864,118024.52691018468,112498.46673046879,111634.72673345516
111624.56503148658,118166.48695299975,118326.80813350834,114820.80103967601,110908.81761424648,117520.72427519507,117747.7915864769,114093.34944837236,111800.84915200139,118274.26552532805,118479.34473300334,114953.44226986116,109605.16319467142,116284.57684584154,116405.45242704167,112863.40201465273
112306.02008716697,118831.17211991792,112069.72611088683,116135.89684347842,111549.24941415961,118105.07344249774,111242.086561325,115337.54061226032,115307.07059516262,121707.8978264133,115001.55572047141,119194.72315397458,113596.00563209946,120001.49988438172,113213.38987107108,117458.31605078487
112084.06482849501,114812.62232593934,111668.6697068679,107279.63208622835,115644.1517597733,118281.11127123819,115101.45510683655,110870.15362557399,113398.18767532638,116284.69340642386,113209.90824952023,108632.88572860844,114716.57066377095,117389.23582943113,114227.26511899188,109962.5129356918
115664.38128755259,115809.03444110895,118244.19502491756,113946.13081882312,111826.96928357052,111905.82695792666,114401.60008655743,110077.2833282831,113232.71214567701,113391.79416637232,115822.0338374917,111433.92650026761,111478.49296893146,111545.87133696687,114052.83460535605,109715.16301289618
117384.88616331216,113237.63812641091,114805.78780675169,118738.44816994028,116729.69327024072,112539.21975440887,114204.57448383069,118023.8917046342,118480.93788169874,114392.21339912832,115967.81562945875,119891.78819823267,115550.58210052649,111227.5277443433,113010.89942110008,116688.34015536524
108968.44746273311,113237.99130507959,113505.47061031118,117650.42089578643,109581.44018007726,113877.0315414942,114208.57019564118,118306.10740788831,109215.7160958131,113504.41967285033,113766.64849178685,117864.08117021798,109185.9408772205,113491.47007404723,113882.7381167459,117960.10966171844
115319.24437255322,115674.88438036313,115226.70477441447,116609.4807984652,113165.72108248319,113774.85205701733,113187.7641105098,114489.08210520644,112701.51725086255,113174.09793172198,112662.683158426,114011.34438704424,112939.62511480607,113226.93501490643,112853.9626298751,114291.67706644505
111764.45996207965,113576.08785742085,112809.01449381905,112721.05411728617,112796.52922265956,114638.82337210569,113832.29345428555,113763.16312078135,110037.03808567539,111793.29010676974,110993.84670864922,110942.59012217291,110523.48668352856,112318.95754570748,111460.2646133308,111438.74795269931
114888.02574683714,116764.83486689576,114181.5067131993,115647.65218062639,113521.67640813217,115404.1732152968,112814.54093750485,114270.75030105868,117508.56868793754,119318.33469833141,116883.22879950072,118423.88752046054,114173.69192673927,116026.88275197604,113507.40901394098,114994.81757473513
115304.65618722649,117968.4700530992,120026.72678545747,116864.76703124687,115107.6983841644,117714.95141497081,119790.1298930665,116740.73453028768,113602.6472334596,116218.6584530808,118300.70255150173,115187.2137760865,115283.2590807602,118005.7308471403,120043.52588832141,116770.06611291048
118404.97296995972,110296.18643859224,116977.4889556102,108613.83331840138,118188.16524868457,109958.85146689836,116760.06846293579,108324.16768531977,120160.85272336553,111930.49674430996,118710.44310957468,110257.56903982098,119011.05345744394,110887.51119317827,117585.93647771992,109214.78260756424
