6300.80710473661,2061.830819097391,6741.91396388202,1.0,7875.570302213571,3545.5202555853757,8253.673550127467,1598.2210430068226
1.0,2381.4749255795177,835.1519840503606,6583.370219237477,258.55358085685293,2504.4508574580977,1034.334810698405,6678.227896481374
6713.933519016326,8671.289884406287,974.3438739066041,4591.8897841828875,5908.28442207964,7669.56569243336,1.0,3687.0094924863806
4716.745637182525,1.0,3701.727505811694,3825.669969897397,6649.229936514705,1850.2798103748792,5455.9373503718525,5660.84262908157
3466.301831424251,2819.7284242890746,1673.9190353710146,6653.76346649816,1851.974747157452,1194.8154342119815,1.0,4985.253972685765
5808.392966522486,7962.985482509539,3824.765946592539,1.0,7388.915797539623,9472.393271522335,5405.723934361697,1495.8748925313412
3614.485209645849,377.86611352395266,1.0,4534.199765664234,5926.537941496383,3002.280209477365,2412.125228521094,6978.937392744541
1.0,8429.316188752331,9787.30040021494,2532.363180048327,1171.649176930412,9616.772869507913,10902.330528141436,3609.052957054184
8462.73040769792,3331.251344851058,1112.4863916036848,3873.848953055087,7435.9946970743185,2039.265371685222,1.0,2874.322914543096
1804.6664754398225,5133.329231600059,420.9193685706123,8324.453133102026,1416.0787517670396,4712.721852265357,1.0,7968.779538997711
7439.149897520489,6363.984438465472,5354.9243624798255,1045.696385266754,6306.470245311808,5289.097440851823,4274.068683774429,1.0
3672.954752981168,299.5431726526731,1.0,6404.0563109276845,3944.185261053237,509.46225611833506,215.2870901217393,6802.329053329813
6341.307287840522,4573.5071567304985,2091.513619159552,2087.4850103378703,4215.498694557202,2531.9107098258974,1.0,4.047334658491309
1.0,4838.015543044152,4779.135364623638,5371.487104328466,288.8336183936335,5217.1979811629135,5100.0972639909305,5671.973930035849
7118.881756715215,2069.6295495797094,8668.860808053403,3261.7986800048384,5323.170892518901,1.0,6648.505160310146,1147.492697689624
1769.8608223741612,4863.811480374949,7983.362490261512,1.0,5131.546083457404,8212.752277862586,11335.8955356941,3334.6387775661424
2370.300847454724,532.9054804036423,2444.392662189086,3610.6155521897017,1856.380259760932,1.0,1919.900476014096,3096.3115328706335
8477.193190687976,1.0,184.97258589525882,8349.755694757594,11225.588129507421,2805.6805926917004,3032.2297536183323,11119.225337458105
1423.4341190257837,1.0,8857.34293038142,1574.059059643987,4705.117384477708,3216.6632880588295,12055.848265109918,4726.7045773668215
1490.2189983953722,7359.415000481822,7450.02016447288,3702.859413977043,1.0,5896.177596949958,5922.138821039378,2225.527361384622
6166.896890241362,7568.520088967052,1019.4989712936222,2892.8244762409886,5200.522620820222,6534.738714841136,1.0,1972.9021284804185
1944.4688599861693,4672.526547679197,2352.2929328144237,1305.2670981938718,559.3158351814491,3395.4608703314007,1007.042578005261,1.0
